tumor_id,closest_fetal_sample,distance,stage,tissue,mean_TPM
189,32,24.567624378241266,,,
190,32,24.09032608920503,,,
191,32,24.39827391059882,,,
192,84,26.590814381191056,,,
193,101,22.93320593428353,,,
194,88,29.647508947604493,,,
195,79,25.645894044195483,,,
196,71,24.52050005239385,,,
197,52,23.93733166797268,,,
198,32,23.140291369992724,,,
199,84,21.743910285168845,,,
200,79,24.245929691424422,,,
201,79,22.82647124221978,,,
202,53,25.46592860267606,,,
203,79,21.178511854704446,,,
204,32,22.567356451683295,,,
205,101,21.759435372359057,,,
206,84,24.029147435033366,,,
207,79,21.744767570146095,,,
208,33,23.356148628123332,,,
209,32,24.116298198714507,,,
210,84,23.7466509690024,,,
211,101,23.810451356910253,,,
212,40,29.12922097269031,,,
213,79,23.07301513577143,,,
214,36,24.299578417819145,,,
215,32,26.197135520624407,,,
216,50,25.683752985574184,,,
217,105,22.33463982175978,,,
218,40,21.545924911380304,,,
219,106,24.955681571545615,,,
220,84,21.535501004040977,,,
221,43,24.975645390486193,,,
222,83,27.904481101140505,,,
223,32,26.75253210006835,,,
224,32,22.45216240841689,,,
225,32,23.813675548373574,,,
226,32,21.5593802496335,,,
227,36,25.384938876752116,,,
228,33,23.845470386545784,,,
229,32,24.604742255527324,,,
230,101,25.916306133464513,,,
231,106,21.81421663851612,,,
232,52,24.244642381824235,,,
233,36,22.58394723062982,,,
234,36,23.872621459385016,,,
235,82,26.229393854100945,,,
236,71,27.825786876237913,,,
237,79,21.803716230422136,,,
238,105,23.67011506635091,,,
239,32,23.39738040982168,,,
240,88,29.109268191286457,,,
241,105,22.617578731116094,,,
242,32,21.696344171820645,,,
243,83,23.68237430030569,,,
244,78,26.82677643791435,,,
245,84,24.725244853150553,,,
246,40,22.695279462985173,,,
247,40,21.291585859005863,,,
248,84,23.494778520815416,,,
249,78,27.730390176600476,,,
250,40,25.06263845909839,,,
251,40,25.652900642928568,,,
252,40,22.80349893654626,,,
253,40,22.655197947146384,,,
254,36,21.76145737762795,,,
255,33,22.211671383581667,,,
256,79,32.09606913895919,,,
257,52,35.15329948552032,,,
258,52,26.876231544464304,,,
259,106,23.460373341535213,,,
260,82,24.757367035052635,,,
261,40,27.421225343850647,,,
262,40,23.559741827592845,,,
263,36,26.523562788892843,,,
264,40,36.219617998285344,,,
265,32,22.82806352833656,,,
266,79,23.118694146360152,,,
267,50,24.125825364444406,,,
268,52,32.04722156090525,,,
269,32,27.417448491518005,,,
270,84,22.731394683841646,,,
271,83,24.204168298428797,,,
272,52,28.854688387614722,,,
273,101,24.69121348492506,,,
274,84,24.688795582741307,,,
275,33,23.57175668202185,,,
276,32,23.308826814194514,,,
277,32,25.12908863534994,,,
278,32,26.369758680652435,,,
279,32,21.416110899430787,,,
280,32,24.723067023292685,,,
281,105,21.267098710533535,,,
282,79,30.449735023207854,,,
283,51,24.235072666091103,,,
284,79,23.49217821208197,,,
285,32,25.173761937080638,,,
286,65,29.825569732521526,,,
287,32,24.95486130799961,,,
288,32,23.703304348697447,,,
289,12,29.828384343125787,,,
290,52,26.586491664049362,,,
291,101,22.586491898628427,,,
292,83,22.74347067151596,,,
293,79,25.16967910974069,,,
294,32,23.17720767844897,,,
295,36,26.168048529111914,,,
296,40,25.403777162354654,,,
297,36,22.55118627458227,,,
298,79,26.84754681963775,,,
299,79,24.195666686930505,,,
300,79,28.19716968517136,,,
301,53,24.053582627001166,,,
302,40,29.04088430440581,,,
303,79,22.276107075356943,,,
304,79,22.503521710596953,,,
305,105,20.588931827055646,,,
306,40,25.774362851263053,,,
307,101,25.589831419578072,,,
308,32,24.338162944453007,,,
309,33,20.734448893012672,,,
310,33,22.739730099950453,,,
311,105,28.423923346181144,,,
312,12,28.714467201169914,,,
313,84,23.977229324423572,,,
314,32,24.637782879067434,,,
315,82,24.521909383071915,,,
316,32,25.55464747818167,,,
317,33,24.601090916141306,,,
318,101,23.178766507773904,,,
319,71,23.579336804887205,,,
320,32,29.005426486396445,,,
321,74,27.278610151311725,,,
322,32,21.986934709929645,,,
323,79,24.4391125312021,,,
324,84,23.617392589521423,,,
325,74,25.416294020729442,,,
326,40,24.32150639172096,,,
327,72,25.592934002432944,,,
328,79,22.327049961669616,,,
329,12,26.575337894207124,,,
330,74,24.7713459930656,,,
331,83,23.453712576734116,,,
332,32,22.536091243015303,,,
333,32,24.877323768036312,,,
334,74,26.089637478569728,,,
335,40,24.18863188172571,,,
336,36,24.174047971597854,,,
337,32,26.877118204588427,,,
338,33,21.89456032350658,,,
339,83,24.21548833882874,,,
340,32,23.055275241091167,,,
341,84,23.812259623021685,,,
342,79,25.241409014428577,,,
343,84,23.33710970357973,,,
344,33,22.78596542791201,,,
345,52,23.632171013224998,,,
346,52,27.473828625842067,,,
347,9,28.889612335114418,,,
348,32,25.568293770248417,,,
349,32,21.651910220506412,,,
350,91,37.459600883441865,,,
351,36,22.717579451912513,,,
352,32,24.119853214371577,,,
353,105,22.84961837293335,,,
354,33,21.340650749552527,,,
355,40,28.243602958121667,,,
356,40,24.603726173810383,,,
357,32,23.536455752840972,,,
358,50,24.00743404912077,,,
359,32,25.23625288199013,,,
360,40,23.526071456058474,,,
361,52,25.048097143889652,,,
362,72,27.737841117291094,,,
363,36,23.32816276156157,,,
364,33,21.90447659888352,,,
365,79,21.71787893255884,,,
366,83,24.670640619446875,,,
367,101,24.764631405842437,,,
368,40,25.82333563465962,,,
369,80,24.746682540394367,,,
370,74,25.242119501605377,,,
371,74,24.79512064772894,,,
372,74,27.82565699473044,,,
373,84,22.97360839604783,,,
374,105,19.831800958533226,,,
375,52,24.728642605275965,,,
376,32,23.042882080458178,,,
377,40,24.84005810859482,,,
378,74,31.052453050379555,,,
379,84,24.43932146153988,,,
380,47,33.63044672143821,,,
381,40,22.447575689042196,,,
382,105,26.32381748079592,,,
383,40,26.3693876388633,,,
384,32,23.789190314767577,,,
385,79,28.07564702041175,,,
386,52,26.3204982190748,,,
387,83,20.23959520443747,,,
388,101,26.939129535801353,,,
389,83,23.803310753888237,,,
390,32,26.375091941334652,,,
391,32,23.810587577810455,,,
392,32,24.887506893458017,,,
393,83,23.212756603504744,,,
394,105,20.160060642070675,,,
395,51,27.74007881919696,,,
396,71,25.461381243173467,,,
397,32,22.427257031520583,,,
398,79,26.295932526183755,,,
399,36,22.71596645054367,,,
400,36,34.646079203048345,,,
401,84,26.84108600744198,,,
402,40,29.688213345490432,,,
403,40,25.46253122280457,,,
404,79,25.235533266050595,,,
405,74,25.145873202485394,,,
406,79,20.91807223612159,,,
407,36,22.58420957801792,,,
408,40,24.209501039844366,,,
409,32,31.85547182706324,,,
410,32,20.94452256417196,,,
411,32,22.029374087705317,,,
412,32,21.674036196497347,,,
413,79,22.044402253055722,,,
414,36,22.452362632978055,,,
415,36,24.72358002372685,,,
416,80,34.93487247055253,,,
417,32,22.64306090498971,,,
418,85,32.06455494519796,,,
419,32,24.954062837244702,,,
420,84,22.746082785077054,,,
421,12,27.88833641216544,,,
422,36,26.913033278785235,,,
423,32,21.96792844116261,,,
424,79,25.742668593901563,,,
425,36,30.92822806464315,,,
426,52,27.46045674053907,,,
427,44,27.389185288205265,,,
428,52,23.203808802572972,,,
429,101,24.49244221460715,,,
430,79,22.614030741866348,,,
431,83,23.46315668320415,,,
432,84,24.158130351342063,,,
433,32,25.110785576888933,,,
434,74,27.538338819177536,,,
435,83,26.589160473336364,,,
436,82,46.95554477204736,,,
437,9,29.66797452277894,,,
438,32,30.657853026448482,,,
439,32,22.964427494745845,,,
440,84,22.836188121191054,,,
441,101,25.18818600891192,,,
442,32,26.054700436563294,,,
443,77,37.26025804152584,,,
444,52,30.851291500103194,,,
445,36,26.09930768764974,,,
446,63,32.81841346882212,,,
447,43,26.247762156052936,,,
448,33,24.00288125814146,,,
449,40,23.10031463873772,,,
450,33,23.848373556870648,,,
451,52,24.753327456812773,,,
452,32,25.98110755496102,,,
453,40,23.872364907587887,,,
454,84,26.52521812985251,,,
455,43,23.55663622766901,,,
456,79,27.465982384659902,,,
457,105,22.11986262959668,,,
458,32,22.25718993523339,,,
459,52,24.891428570518553,,,
460,36,23.93183011926479,,,
461,79,26.33364599022617,,,
462,52,24.52127381567388,,,
463,72,34.56401836087844,,,
464,36,25.10100587327654,,,
465,36,24.3489663648425,,,
466,32,26.156857642278812,,,
467,101,25.982847737657632,,,
468,32,23.195814353830418,,,
469,36,24.167970442345563,,,
470,32,22.267784791837,,,
471,32,26.39986489504134,,,
472,43,23.197621406311445,,,
473,102,24.971548190679865,,,
474,43,27.026670438831324,,,
475,83,22.271183578907877,,,
476,82,25.43426376416712,,,
477,32,22.41585336239704,,,
478,83,23.849513294509414,,,
479,79,26.73503508136666,,,
480,40,24.102333486549924,,,
481,84,22.353167896738892,,,
482,79,27.04878327285985,,,
483,83,25.224038461372647,,,
484,105,27.417047527718292,,,
485,79,28.74833597100704,,,
486,106,23.601307898929786,,,
487,83,24.05347939588355,,,
488,12,25.063830420976647,,,
489,32,22.688639374962733,,,
490,83,22.35317763967387,,,
491,52,26.80510473266323,,,
492,32,23.59607196215982,,,
493,83,26.42866762366937,,,
494,12,28.424603358954506,,,
495,32,21.25680934637927,,,
496,106,26.452707607689838,,,
497,66,29.863692368758077,,,
498,79,22.996402335150222,,,
499,79,24.99749968949549,,,
500,77,27.099669163811676,,,
501,32,25.37040673587899,,,
502,105,25.44394840886285,,,
503,84,24.16638654435656,,,
504,52,21.04622161391053,,,
505,33,23.406817027538356,,,
506,84,32.0968368880039,,,
507,32,24.504755932451356,,,
508,33,21.715779583318916,,,
509,12,27.234498009975475,,,
510,79,21.857800272834417,,,
511,79,24.462938919352506,,,
512,67,44.78306958538557,,,
513,32,21.45343170821485,,,
514,32,30.31098393349302,,,
515,32,25.577175812722675,,,
516,40,24.207348310427864,,,
517,101,22.969586648386723,,,
518,52,27.52827169314097,,,
519,52,37.83855964231694,,,
520,79,26.202991345991467,,,
521,36,23.909431464537075,,,
522,77,24.629917707403656,,,
523,79,25.94354909588185,,,
524,101,25.15377767761501,,,
525,79,24.13882455088618,,,
526,33,23.559671843410516,,,
527,40,31.873224443694415,,,
528,36,25.36433894518258,,,
529,79,22.46705603607803,,,
530,79,34.936849181404106,,,
531,50,26.531899840242048,,,
532,33,24.37908084839157,,,
533,79,23.319822944354257,,,
534,83,23.28249083868481,,,
535,33,23.13011687305287,,,
536,32,29.932597262140952,,,
537,32,23.821175676522785,,,
538,32,22.844563611868264,,,
539,105,22.025847239915347,,,
540,40,22.856426352096793,,,
541,77,24.285493398623537,,,
542,40,25.65781224038972,,,
543,52,28.54598788772838,,,
544,79,24.514277955911172,,,
545,32,23.65367390644462,,,
546,32,25.206039374826936,,,
547,36,22.82729125311537,,,
548,32,22.962369399509626,,,
549,36,28.853435669223035,,,
550,40,25.752372178385272,,,
551,74,25.511404225918852,,,
552,50,25.39912006083989,,,
553,40,25.872653689130182,,,
554,36,24.566975634466882,,,
555,32,26.088539026167133,,,
556,36,29.032015758772147,,,
557,36,24.913598534309816,,,
558,83,22.288639477297174,,,
559,33,22.57800956326813,,,
560,50,23.13725212092469,,,
561,83,25.451996398035117,,,
562,84,22.865479057765913,,,
563,32,24.168560906031143,,,
564,32,25.137272820507313,,,
565,32,23.021108739937343,,,
566,32,23.923756506945523,,,
567,33,23.562935532529135,,,
568,32,23.41108782397107,,,
569,32,24.737647328288393,,,
570,43,21.733129924666976,,,
571,52,27.66819218840453,,,
572,79,22.645835976845678,,,
573,50,25.40173324571019,,,
574,43,22.659406752386325,,,
575,9,26.37729294548159,,,
576,79,23.420108979079725,,,
577,77,25.805311830815587,,,
578,63,35.94566391694822,,,
579,32,20.82959787343446,,,
580,32,27.89038665319688,,,
581,106,25.256907028914885,,,
582,32,23.855863156613257,,,
583,33,24.21547822303363,,,
584,51,25.696336828154614,,,
585,79,23.213329022728615,,,
586,12,27.456479282330584,,,
587,105,23.934403331866942,,,
588,83,26.161701558752405,,,
589,33,21.80825865836695,,,
590,83,22.612226276039994,,,
591,102,23.642112028636884,,,
592,32,21.86631462626985,,,
593,105,21.393677336350734,,,
594,36,22.66688326350486,,,
595,32,23.76230810495291,,,
596,40,25.92264584877393,,,
597,32,22.095632747169937,,,
598,83,22.893205342904366,,,
599,43,23.989324565888655,,,
600,106,25.189341291159558,,,
601,32,25.387347454284274,,,
602,82,28.391990055859427,,,
603,33,29.307616134776445,,,
604,84,22.0830765814777,,,
605,52,36.199039631372166,,,
606,79,23.47542461603952,,,
607,105,21.97826884119831,,,
608,105,25.55440904166798,,,
609,79,23.242826148273537,,,
610,40,26.195057627924594,,,
611,83,22.631073556403877,,,
612,101,24.271106615654343,,,
613,33,34.436654914200524,,,
614,32,28.051833213982125,,,
615,32,22.9151972308771,,,
616,50,25.302546990627693,,,
617,67,47.785720223297304,,,
618,83,28.67067587095286,,,
619,9,26.723364488447608,,,
620,33,23.220095236960912,,,
621,33,21.567267102756553,,,
622,83,22.663644945735854,,,
623,40,23.568790753616348,,,
624,79,22.417586953758214,,,
625,53,27.75333176674405,,,
626,101,23.869750462033846,,,
627,101,24.758254495795345,,,
628,40,21.61619826620889,,,
629,79,28.862857328708593,,,
630,40,25.98487742246295,,,
631,105,26.059261844774166,,,
632,32,25.549837963435323,,,
633,32,23.51256087524088,,,
634,40,24.734185817584027,,,
635,51,27.807820529667936,,,
636,83,22.336833260415016,,,
637,106,25.415091330461145,,,
638,79,26.156864190789282,,,
639,33,21.50060646284377,,,
640,50,23.69265724924872,,,
641,83,24.65982902967114,,,
642,101,23.076694714507266,,,
643,83,22.76234021040722,,,
644,9,30.10172888116116,,,
645,36,26.311972459659696,,,
646,52,29.401309739537137,,,
647,34,30.243670831685467,,,
648,12,26.789922899944255,,,
649,79,23.46719323673696,,,
650,83,22.78127785526609,,,
651,83,23.94727129850074,,,
652,36,24.52004507306057,,,
653,32,26.74003084905655,,,
654,105,21.761160126244278,,,
655,36,26.075907452670727,,,
656,32,22.412884447778993,,,
657,40,24.612175053759273,,,
658,79,24.37182988007283,,,
659,40,26.38855384168416,,,
660,36,23.240062701776278,,,
661,9,28.41275786323422,,,
662,106,23.43629455780344,,,
663,32,23.22299415499995,,,
664,83,25.984247991497373,,,
665,83,24.91658491780162,,,
666,9,32.116643662585865,,,
667,9,26.541768437115138,,,
668,40,25.639773402715008,,,
669,32,25.229766468959316,,,
670,52,32.14743698956751,,,
671,83,21.987819373727483,,,
672,36,30.376741417583332,,,
673,84,24.606051561469013,,,
674,84,23.37885746523637,,,
675,40,26.533868466464597,,,
676,52,24.73114512209316,,,
677,88,32.26188370292719,,,
678,32,29.9271100073499,,,
679,101,23.42062072315221,,,
680,52,23.731951438732974,,,
681,79,22.705867093654597,,,
682,83,22.611788289174186,,,
683,79,24.430642978082684,,,
684,79,21.96102787792099,,,
685,32,24.559398514486606,,,
686,32,25.93500593345893,,,
687,40,25.69555940724626,,,
688,105,26.239149842605634,,,
689,32,23.009610434876468,,,
690,36,27.26635803600097,,,
691,105,21.910523973572825,,,
692,101,22.903456709164775,,,
693,52,27.031241893954565,,,
694,36,24.288044935966933,,,
695,79,41.63955454231091,,,
696,43,25.877484582504465,,,
697,27,27.733408734035795,,,
698,36,32.090595191892284,,,
699,83,23.54804629607258,,,
700,83,25.399603952369166,,,
701,101,26.31067292760128,,,
702,40,21.50359983379857,,,
703,40,21.348345657330597,,,
704,83,26.761339135364285,,,
705,83,22.74717622691683,,,
706,83,25.12507331953099,,,
707,52,26.800936490701872,,,
708,77,25.814434023146212,,,
709,85,25.947808257358,,,
710,50,23.10727861791808,,,
711,40,23.911761846846115,,,
712,105,26.3081235839533,,,
713,52,27.742928845919796,,,
714,52,25.44135718303457,,,
715,52,24.63815369462253,,,
716,84,31.13566509744278,,,
717,52,23.661791203097206,,,
718,50,27.64038765691121,,,
719,80,26.112396277707738,,,
720,53,27.340026537268177,,,
721,83,24.445270233659052,,,
722,40,25.474612491787003,,,
723,84,26.956722856107543,,,
724,72,28.811140170089747,,,
725,32,27.213809777130216,,,
726,36,23.186238909517346,,,
727,79,24.281331993594687,,,
728,51,23.97602277852531,,,
729,101,23.379132360266695,,,
730,79,25.175774877893353,,,
731,79,24.846392978675002,,,
732,106,24.579488497881606,,,
733,52,27.306589674059783,,,
734,83,22.988984120807125,,,
735,79,23.65635373677292,,,
736,33,24.589051539272635,,,
737,105,26.789859008222347,,,
738,79,26.9395431444587,,,
739,32,25.142287080122,,,
740,32,24.228084167680684,,,
741,36,25.044784510939525,,,
742,79,25.002130214449902,,,
743,32,24.551680845389335,,,
744,101,24.19970295689841,,,
745,32,23.698807017588354,,,
746,32,24.714176614054843,,,
747,12,26.135993627595884,,,
748,102,24.83469112367356,,,
749,12,31.00662530981135,,,
750,40,29.24116983979135,,,
751,33,23.085323874231467,,,
752,105,23.42872167156628,,,
753,74,27.431467910479316,,,
754,32,24.169565539968776,,,
755,79,23.711415233288577,,,
756,84,39.15545035012346,,,
757,79,22.666124167650757,,,
758,106,23.170050863358803,,,
759,51,24.793035128115573,,,
760,36,24.980510767020874,,,
761,9,29.35490824266652,,,
762,52,22.441710730244907,,,
763,101,25.194381086667118,,,
764,72,37.31293367051985,,,
765,102,24.67445761683869,,,
766,83,25.938786489425894,,,
767,105,23.291259572942188,,,
768,33,25.55462887007512,,,
769,79,23.189066138694475,,,
770,36,23.44146355892857,,,
771,84,27.644041228752986,,,
772,106,24.609475454093268,,,
773,83,21.318759240417894,,,
774,101,22.58521720882203,,,
775,79,27.94475100462307,,,
776,84,23.191198829520832,,,
777,51,24.127011089543906,,,
778,40,39.52169387054289,,,
779,40,22.27632071238824,,,
780,52,34.576794916517784,,,
781,84,29.066842754305195,,,
782,51,22.127776982683162,,,
783,43,23.778598596202205,,,
784,43,26.231336884780717,,,
785,101,22.993844506909443,,,
786,32,23.30793221953287,,,
787,83,23.288229998360503,,,
788,9,28.319132703953045,,,
789,105,22.885255118945043,,,
790,33,22.350295283622323,,,
791,50,24.036549961473167,,,
792,32,26.160335875671286,,,
793,84,23.641236466761747,,,
794,32,31.765833600674107,,,
795,36,23.482210530197694,,,
796,33,23.81078495643031,,,
797,52,26.62011239568444,,,
798,50,26.77689526807205,,,
799,36,23.108786604929254,,,
800,33,25.483058435123105,,,
801,52,21.766223376325588,,,
802,12,28.085315765426508,,,
803,83,25.912880002345563,,,
804,40,34.69799280015346,,,
805,82,34.76944437825783,,,
806,36,24.58262143773692,,,
807,79,24.788602495235192,,,
808,32,27.289801957459524,,,
809,32,23.49063789396775,,,
810,52,33.17229814426568,,,
811,9,31.18970726694006,,,
812,79,22.8184816603016,,,
813,91,29.474497987067455,,,
814,101,24.192097336374893,,,
815,71,24.277214672700712,,,
816,50,25.19473301040243,,,
817,40,23.253967313408584,,,
818,36,27.34699225610746,,,
819,32,22.46240673692653,,,
820,32,25.09845974253559,,,
821,105,22.308007740507712,,,
822,84,24.212661356658224,,,
823,79,24.32110049521581,,,
824,79,24.95928265367515,,,
825,32,26.034181957377704,,,
826,79,25.623851439366117,,,
827,32,31.340101559490453,,,
828,105,27.534226388057427,,,
829,78,24.362440569081816,,,
830,33,24.58634948292648,,,
831,36,28.404346456920408,,,
832,79,22.075587306876226,,,
833,67,38.315072713691315,,,
834,40,23.264483198077702,,,
835,33,24.301095477989453,,,
836,40,24.064753038956326,,,
837,83,26.461721123959116,,,
838,52,23.731900285478105,,,
839,33,27.176298844044524,,,
840,84,25.209627899657008,,,
841,33,28.57091236129591,,,
842,84,25.36472871945564,,,
843,96,26.905510236733413,,,
844,52,23.545563971452427,,,
845,79,28.317155041497248,,,
846,36,28.434486069349752,,,
847,32,24.211902187054015,,,
848,52,28.400043248595466,,,
849,52,25.449457051847617,,,
850,84,21.590280217182517,,,
851,32,23.661573112124497,,,
852,40,27.576407029396062,,,
853,77,24.143831659053465,,,
854,101,25.530512360068446,,,
855,32,21.328409003177153,,,
856,83,25.07603196193997,,,
857,101,23.346852978230515,,,
858,33,24.867034864352593,,,
859,84,24.61657068494327,,,
860,83,26.347804007844932,,,
861,79,22.64976240428356,,,
862,83,21.061194962925736,,,
863,32,21.73433821880174,,,
864,105,22.451243565501446,,,
865,50,30.924081922307575,,,
866,84,24.321397863941154,,,
867,83,23.342225902757804,,,
868,33,25.314064109892776,,,
869,84,26.239869915666734,,,
870,32,24.2322639342336,,,
871,79,24.250974693229924,,,
872,32,21.051439841105474,,,
873,40,25.54112883087083,,,
874,43,21.137605705493016,,,
875,9,30.43782816158244,,,
876,79,26.880892891349852,,,
877,48,36.674093169230666,,,
878,33,23.626681325634518,,,
879,32,23.553105071631308,,,
880,33,22.12462007027619,,,
881,79,22.931894030627337,,,
882,74,23.37473052844617,,,
883,32,24.97585349845087,,,
884,74,37.43566526304925,,,
885,40,24.913314585031483,,,
886,105,25.212791701079613,,,
887,40,25.914639945480282,,,
888,79,22.412521211244037,,,
889,50,25.534410268043732,,,
890,36,25.703075561313106,,,
891,79,26.414257611424073,,,
892,52,27.428916692158104,,,
893,105,22.75488975688891,,,
894,77,27.292254611196253,,,
895,52,25.99906660196041,,,
896,52,23.21614181991534,,,
897,33,22.13165624573273,,,
898,32,25.513265156364707,,,
899,40,24.697972880778405,,,
900,32,23.79448729424455,,,
901,83,23.269009643891703,,,
902,83,25.534738821945783,,,
903,79,22.294576062578294,,,
904,32,25.323579592216024,,,
905,74,30.01253798757187,,,
906,32,28.696305318313666,,,
907,50,22.87169856817883,,,
908,79,26.130991419724374,,,
909,40,24.0168184931394,,,
910,105,21.116647744743815,,,
911,84,23.10329790522343,,,
912,32,23.97854336587026,,,
913,83,28.374478450119227,,,
914,36,24.295224720085073,,,
915,32,27.635056749647273,,,
916,40,29.255819223587103,,,
917,32,21.43543673648641,,,
918,77,28.16294098296594,,,
919,105,22.56433925958009,,,
920,32,24.576405079241404,,,
921,32,29.536308556745617,,,
922,40,26.67929590941212,,,
923,52,24.539555778207163,,,
924,84,26.71244068788658,,,
925,83,25.635033050658297,,,
